198402      8.64885      9.03880      0.08100     -0.00520
198403      8.63144      9.06492      0.07700      0.01323
198404      8.70547      9.11393      0.07000      0.03743
198501      8.63774      9.03304      0.07700     -0.02920
198502      8.67285      9.07111      0.07000     -0.00261
198503      8.66698      9.09627      0.06400      0.01724
198504      8.73154      9.13152      0.06600      0.03764
198601      8.68805      9.04414      0.06000     -0.02048
198602      8.73644      9.10062      0.06000 9.00269e-004
198603      8.71632      9.11810      0.05800      0.01257
198604      8.77443      9.15711      0.06000      0.03447
198701      8.73310      9.06120      0.05600     -0.02204
198702      8.79791      9.10627      0.05500     -0.00203
198703      8.79032      9.13128      0.06200      0.00173
198704      8.82764      9.17438      0.05800      0.03659
198801      8.80986      9.10387      0.05600     -0.02526
198802      8.87028      9.13358      0.06000 9.23157e-004
198803      8.84958      9.15599      0.06300      0.00451
198804      8.89924      9.19090      0.06200      0.03833
198901      8.85807      9.13681      0.07000     -0.02114
198902      8.87535      9.16566      0.07100 -5.33104e-004
198903      8.85325      9.16681      0.07100      0.00981
198904      8.90942      9.20617      0.07800      0.03735
199001      8.83393      9.16927      0.09000     -0.01623
199002      8.85962      9.18900      0.09000      0.00197
DATE        M            Y            R            PD
