196604      8.17932      8.63705      0.00000      0.07600      0.00607      0.00000      0.00000      0.00000
196701      8.11637      8.51668      0.00000      0.07200      0.01346      0.00000      0.00000      0.00000
196702      8.18811      8.59086      0.00000      0.06900     -0.03186      0.00000      0.00000      0.00000
196703      8.18908      8.63388      0.00000      0.06900      0.01644      0.00000      0.00000      0.00000
196704      8.26056      8.65921      0.00000      0.07000      0.01692      0.00000      0.00000      0.00000
196801      8.17207      8.54625      0.00000      0.07000      0.00720      0.00000      0.00000      0.00000
196802      8.23962      8.63022      0.00000      0.06700     -0.01610      0.00000      0.00000      0.00000
196803      8.22873      8.69908      0.00000      0.06500      0.02556      0.00000      0.00000      0.00000
196804      8.29426      8.72454      0.00000      0.06500      0.00428      0.00000      0.00000      0.00000
196901      8.20737      8.60949      0.00000      0.06600      0.01910      0.00000      0.00000      0.00000
196902      8.27587      8.69644      0.00000      0.06900     -0.01306      0.00000      0.00000      0.00000
196903      8.26053      8.76206      0.00000      0.07200      0.02917      0.00000      0.00000      0.00000
196904      8.28909      8.78150      0.00000      0.07400      0.02220      0.00000      0.00000      0.00000
197001      8.20306      8.65666      0.00000      0.07900      0.02158      0.00000      0.00000      0.00000
197002      8.24704      8.75560      0.00000      0.08600      0.00675      0.00000      0.00000      0.00000
197003      8.22846      8.79300      0.00000      0.08400      0.02196      0.00000      0.00000      0.00000
197004      8.29729      8.81798      0.00000      0.08300      0.01621      0.00000      0.00000      0.00000
197101      8.20231      8.71026      0.00000      0.08000      0.03204      0.00000      0.00000      0.00000
197102      8.27462      8.76891      0.00000      0.08300      0.00317      0.00000      0.00000      0.00000
197103      8.27257      8.80774      0.00000      0.08400      0.02049      0.00000      0.00000      0.00000
197104      8.32845      8.82389      0.00000      0.08100      0.02051      0.00000      0.00000      0.00000
197201      8.27811      8.74820      0.00000      0.07800      0.01220      0.00000      0.00000      0.00000
197202      8.35221      8.79899      0.00000      0.08300     -0.00313      0.00000      0.00000      0.00000
197203      8.34994      8.83501      0.00000      0.08300      0.01887      0.00000      0.00000      0.00000
197204      8.40654      8.87153      0.00000      0.08700      0.02480      0.00000      0.00000      0.00000
197301      8.34543      8.80664      0.00000      0.08700      0.01628      0.00000      0.00000      0.00000
197302      8.34405      8.84322      0.00000      0.10200 2.89440e-004      0.00000      0.00000      0.00000
197303      8.29442      8.87519      0.00000      0.09800      0.01683      0.00000      0.00000      0.00000
197304      8.35678      8.89890      0.00000      0.09700      0.03858      0.00000      0.00000      0.00000
197401      8.28539      8.81792      0.00000      0.10700     -0.00144      0.00000      0.00000      0.00000
197402      8.33047      8.84674      0.00000      0.10900      0.01272      0.00000      0.00000      0.00000
197403      8.31217      8.87236      0.00000      0.10800      0.02390      0.00000      0.00000      0.00000
197404      8.38408      8.88519      0.00000      0.09900      0.04277      0.00000      0.00000      0.00000
197501      8.33585      8.78855      0.00000      0.08900     -0.01038      0.00000      0.00000      0.00000
197502      8.40443      8.83069      0.00000      0.08400      0.00558      0.00000      0.00000      0.00000
197503      8.42019      8.86436      0.00000      0.08700      0.00871      0.00000      0.00000      0.00000
197504      8.47259      8.90537      0.00000      0.08600      0.03892      0.00000      0.00000      0.00000
197601      8.41744      8.84974      0.00000      0.07800     -0.01962      0.00000      0.00000      0.00000
197602      8.48858      8.89721      0.00000      0.08300      0.00732      0.00000      0.00000      0.00000
197603      8.45261      8.90954      0.00000      0.08100      0.01808      0.00000      0.00000      0.00000
197604      8.48419      8.96255      0.00000      0.07400      0.02378      0.00000      0.00000      0.00000
197701      8.46030      8.89151      0.00000      0.07000     -0.01444      0.00000      0.00000      0.00000
197702      8.50812      8.91999      0.00000      0.06400      0.01101      0.00000      0.00000      0.00000
197703      8.51129      8.92890      0.00000      0.06000      0.01040      0.00000      0.00000      0.00000
197704      8.55116      8.99150      0.00000      0.06000      0.03547      0.00000      0.00000      0.00000
197801      8.54841      8.92015      0.00000      0.05600     -0.01576      0.00000      0.00000      0.00000
197802      8.59167      8.95825      0.00000      0.06000      0.01002      0.00000      0.00000      0.00000
197803      8.58340      8.97035      0.00000      0.06400      0.01806      0.00000      0.00000      0.00000
197804      8.64754      9.02198      0.00000      0.06600      0.02569      0.00000      0.00000      0.00000
197901      8.61042      8.95535      0.00000      0.07100     -0.01707      0.00000      0.00000      0.00000
197902      8.64026      9.00604      0.00000      0.08000      0.00350      0.00000      0.00000      0.00000
197903      8.60136      9.01100      0.00000      0.07800      0.02564      0.00000      0.00000      0.00000
197904      8.64339      9.05714      0.00000      0.08000      0.03151      0.00000      0.00000      0.00000
198001      8.57495      8.99491      0.00000      0.09500     -0.01328      0.00000      0.00000      0.00000
198002      8.59737      9.00750      0.00000      0.08300      0.01310      0.00000      0.00000      0.00000
198003      8.58465      9.01156      0.00000      0.08300      0.01515      0.00000      0.00000      0.00000
198004      8.63230      9.04589      0.00000      0.09100      0.03121      0.00000      0.00000      0.00000
198101      8.55012      8.98262      0.00000      0.10400     -0.02079      0.00000      0.00000      0.00000
198102      8.58194      9.00281      0.00000      0.11100      0.01045      0.00000      0.00000      0.00000
198103      8.52950      9.01663      0.00000      0.11300      0.01811      0.00000      0.00000      0.00000
198104      8.57545      9.05362      0.00000      0.09900      0.04050      0.00000      0.00000      0.00000
198201      8.52380      8.97535      0.00000      0.09600     -0.02015      0.00000      0.00000      0.00000
198202      8.57418      9.00076      0.00000      0.09200      0.00381      0.00000      0.00000      0.00000
198203      8.54430      9.00043      0.00000      0.08800      0.02156      0.00000      0.00000      0.00000
198204      8.60722      9.04002      0.00000      0.08000      0.03271      0.00000      0.00000      0.00000
198301      8.59182      8.98458      0.00000      0.07400     -0.02017      0.00000      0.00000      0.00000
198302      8.64983      9.01993      0.00000      0.08100     -0.00333      0.00000      0.00000      0.00000
198303      8.61716      9.02569      0.00000      0.08400      0.01929      0.00000      0.00000      0.00000
198304      8.66071      9.08019      0.00000      0.08300      0.03455      0.00000      0.00000      0.00000
198401      8.60560      9.02995      0.00000      0.07900     -0.02622      0.00000      0.00000      0.00000
198402      8.64885      9.03880      0.00000      0.08100     -0.00520      0.00000      0.00000      0.00000
198403      8.63144      9.06492      0.00000      0.07700      0.01323      0.00000      0.00000      0.00000
198404      8.70547      9.11393      0.00000      0.07000      0.03743      0.00000      0.00000      0.00000
198501      8.63774      9.03304      0.00000      0.07700     -0.02920      0.00000      0.00000      0.00000
198502      8.67285      9.07111      0.00000      0.07000     -0.00261      0.00000      0.00000      0.00000
198503      8.66698      9.09627      0.00000      0.06400      0.01724      0.00000      0.00000      0.00000
198504      8.73154      9.13152      0.00000      0.06600      0.03764      0.00000      0.00000      0.00000
198601      8.68805      9.04414      0.00000      0.06000     -0.02048      0.00000      0.00000      0.00000
198602      8.73644      9.10062      0.00000      0.06000 9.00269e-004      0.00000      0.00000      0.00000
198603      8.71632      9.11810      0.00000      0.05800      0.01257      0.00000      0.00000      0.00000
198604      8.77443      9.15711      0.00000      0.06000      0.03447      0.00000      0.00000      0.00000
198701      8.73310      9.06120      0.00000      0.05600     -0.02204      0.00000      0.00000      0.00000
198702      8.79791      9.10627      0.00000      0.05500     -0.00203      0.00000      0.00000      0.00000
198703      8.79032      9.13128      0.00000      0.06200      0.00173      0.00000      0.00000      0.00000
198704      8.82764      9.17438      0.00000      0.05800      0.03659      0.00000      0.00000      0.00000
198801      8.80986      9.10387      0.00000      0.05600     -0.02526      0.00000      0.00000      0.00000
198802      8.87028      9.13358      0.00000      0.06000 9.23157e-004      0.00000      0.00000      0.00000
198803      8.84958      9.15599      0.00000      0.06300      0.00451      0.00000      0.00000      0.00000
198804      8.89924      9.19090      0.00000      0.06200      0.03833      0.00000      0.00000      0.00000
198901      8.85807      9.13681      0.00000      0.07000     -0.02114      0.00000      0.00000      0.00000
198902      8.87535      9.16566      0.00000      0.07100 -5.33104e-004      0.00000      0.00000      0.00000
198903      8.85325      9.16681      0.00000      0.07100      0.00981      0.00000      0.00000      0.00000
198904      8.90942      9.20617      0.00000      0.07800      0.03735      0.00000      0.00000      0.00000
199001      8.83393      9.16927      0.00000      0.09000     -0.01623      0.00000      0.00000      0.00000
199002      8.85962      9.18900      0.00000      0.09000      0.00197      0.00000      0.00000      0.00000
199003      8.79578      9.07910      9.07910      0.09100      0.00592      0.00000      0.00000      1.00000
199004      8.91740      9.11010      9.11010      0.09000      0.02736      0.00000      0.00000      0.00000
199101      8.83288      9.07735      9.07735      0.08600     -0.01302      1.00000      0.00000      0.00000
199102      8.83451      9.10180      9.10180      0.08600      0.01668      0.00000      1.00000      0.00000
199103      8.82835      9.11173      9.11173      0.08800      0.01441      0.00000      0.00000      1.00000
199104      8.88317      9.12877      9.12877      0.08700      0.04307      0.00000      0.00000      0.00000
199201      8.81398      9.09687      9.09687      0.08200     -0.01380      1.00000      0.00000      0.00000
199202      8.83694      9.10729      9.10729      0.08400      0.00948      0.00000      1.00000      0.00000
199203      8.83698      9.11810      9.11810      0.08200      0.01727      0.00000      0.00000      1.00000
199204      8.93335      9.13784      9.13784      0.07400      0.03119      0.00000      0.00000      0.00000
199301      8.85154      9.05639      9.05639      0.06500     -0.01245      1.00000      0.00000      0.00000
199302      8.90901      9.08857      9.08857      0.06700      0.00675      0.00000      1.00000      0.00000
199303      8.88877      9.10614      9.10614      0.06100      0.00698      0.00000      0.00000      1.00000
199304      8.97935      9.12011      9.12011      0.05600      0.02959      0.00000      0.00000      0.00000
199401      8.91993      9.07817      9.07817      0.06200     -0.01586      1.00000      0.00000      0.00000
199402      8.96203      9.11204      9.11204      0.06900     -0.00117      0.00000      1.00000      0.00000
199403      8.95150      9.12527      9.12527      0.07400      0.00801      0.00000      0.00000      1.00000
199404      9.00692      9.14027      9.14027      0.07400      0.02969      0.00000      0.00000      0.00000
199501      8.93011      9.09970      9.09970      0.07100     -0.01712      1.00000      0.00000      0.00000
199502      8.95811      9.13042      9.13042      0.06400      0.00230      0.00000      1.00000      0.00000
199503      8.96150      9.13997      9.13997      0.06100      0.00818      0.00000      0.00000      1.00000
199504      9.04935      9.14510      9.14510      0.05500      0.02664      0.00000      0.00000      0.00000
DATE        M            Y            YSTAR        R            PD           S1D          S2D          S3D
