191701      7.30033      7.60598      7.64288      6.87737      7.41068      6.85165      7.67833      7.67322      7.31888      7.31347      8.13307
191801      7.28865      7.40074      7.59998      6.73405      7.19272      6.86240      7.70263      7.59454      7.27065      7.29337      8.14068
191901      7.16471      7.56824      7.70463      6.92514      7.35817      6.83495      7.53564      7.80123      7.41737      7.34578      8.01785
192001      7.23106      7.72362      7.73667      7.03215      7.49603      6.91278      7.45556      7.82473      7.46630      7.39446      7.94891
192101      7.32509      7.74703      7.69452      7.05302      7.44768      7.00896      7.43106      7.87363      7.36753      7.34778      7.85613
192201      7.40740      7.83072      7.77973      7.14113      7.60832      7.08801      7.47786      7.91080      7.46772      7.43093      7.89972
192301      7.39507      7.85735      7.86975      7.20182      7.64719      6.89619      7.52577      7.91855      7.48285      7.47838      7.92585
192401      7.50193      7.87989      7.86301      7.21871      7.75468      7.04752      7.53677      7.97323      7.47217      7.50533      7.95917
192501      7.56448      7.88612      7.82937      7.26448      7.75155      7.14651      7.59672      8.00053      7.52551      7.53762      8.00359
192601      7.57809      7.91111      7.87824      7.29143      7.77129      7.16696      7.59615      8.06346      7.54137      7.58907      7.96225
192701      7.60479      7.93988      7.89126      7.35827      7.74856      7.25620      7.56150      8.09043      7.57475      7.61699      8.03619
192801      7.64720      7.98286      7.91827      7.41531      7.81323      7.29328      7.62596      8.12882      7.60337      7.66069      8.04406
192901      7.65842      7.96614      7.97709      7.41885      7.87419      7.28380      7.64798      8.12342      7.68875      7.71718      8.07102
193001      7.62744      7.95107      8.02806      7.39983      7.83556      7.26435      7.58422      8.10814      7.75564      7.73463      8.05960
193101      7.54066      7.92704      8.03151      7.36741      7.76794      7.17988      7.56589      8.03070      7.66892      7.69450      8.00241
193201      7.42877      7.87359      7.99544      7.35539      7.70052      7.09718      7.58340      8.00138      7.72727      7.66331      8.00432
193301      7.39188      7.88932      8.01861      7.41325      7.76886      7.15331      7.57502      7.98561      7.74524      7.67831      8.02911
193401      7.39836      7.87713      8.03947      7.51411      7.75761      7.23494      7.56660      7.95456      7.77120      7.74833      8.08977
193501      7.41749      7.93396      8.05374      7.54842      7.73205      7.30054      7.64950      7.98015      7.80802      7.80694      8.12335
193601      7.44733      7.93786      8.07094      7.60685      7.77000      7.37781      7.64153      8.03159      7.86222      7.86058      8.16327
193701      7.49970      7.94751      8.08761      7.65520      7.82560      7.47358      7.69759      8.07735      7.89216      7.90410      8.19305
193801      7.62010      7.92125      8.10404      7.69738      7.82104      7.58996      7.70308      8.04307      7.91117      7.91711      8.20088
193901      7.76047      7.98484      8.14327      7.64542      7.89172      7.62715      7.76507      8.09763      7.95153      7.97940      8.20023
194001      7.72653      7.86362      7.98512      7.58890      7.72128      7.62630      7.76112      7.96005      7.85192      7.94469      8.29079
194101      7.78969      7.81793      7.87302      7.62002      7.52126      7.68216      7.73997      7.89591      7.87010      7.95628      8.37812
194201      7.73247      7.73141      7.88493      7.62151      7.41691      7.68749      7.72158      7.79755      7.82415      8.00876      8.39892
194301      7.75281      7.70818      7.97799      7.72683      7.37537      7.71295      7.61622      7.76633      7.79638      8.04308      8.41255
194401      7.77410      7.75986      8.06524      7.72354      7.20900      7.74611      7.40174      7.35917      7.73359      8.06596      8.36788
194501      6.89547      7.81214      7.97527      7.65762      7.26963      7.43166      7.15057      7.37307      7.83737      8.08117      8.31956
194601      7.02163      7.86619      8.10652      7.72311      7.67392      6.85688      7.41684      7.87931      7.92755      8.17288      8.27452
194701      7.12358      7.91461      8.15024      7.73226      7.74469      7.42269      7.56990      8.00391      8.02389      8.18477      8.25340
194801      7.36734      7.96011      8.17226      7.79492      7.80459      7.57527      7.61807      8.08787      8.08922      8.20353      8.27456
194901      7.54234      7.99330      8.20692      7.84087      7.92315      7.70832      7.68282      8.15653      8.09832      8.22903      8.30523
195001      7.66048      8.04378      8.26693      7.86712      7.98659      7.82727      7.75073      8.17596      8.14198      8.27196      8.33580
195101      7.72653      8.09461      8.25195      7.93932      8.03875      7.91568      7.81700      8.18201      8.17780      8.30300      8.36706
195201      7.72853      8.08082      8.26350      7.96145      8.05776      7.99377      7.85507      8.19053      8.20325      8.30946      8.36143
195301      7.77041      8.10698      8.31162      7.95678      8.07936      8.06361      7.92205      8.26315      8.23827      8.33057      8.40391
195401      7.86671      8.14254      8.33725      8.02921      8.11963      8.12738      7.95161      8.31736      8.27693      8.36599      8.43751
195501      7.97055      8.18336      8.32614      8.06750      8.16687      8.23158      8.00946      8.37630      8.28609      8.38782      8.46718
195601      8.03637      8.20580      8.33998      8.08621      8.20673      8.28885      8.04963      8.39973      8.32751      8.41785      8.47854
195701      8.09380      8.21699      8.37749      8.12243      8.25458      8.33130      8.09600      8.41487      8.34692      8.45465      8.49348
195801      8.12666      8.20879      8.39925      8.11951      8.26862      8.35454      8.13743      8.39739      8.32891      8.45311      8.49092
195901      8.15081      8.23430      8.45839      8.16923      8.28682      8.41515      8.19430      8.43084      8.37027      8.47792      8.52444
196001      8.22508      8.28119      8.50862      8.24882      8.34515      8.49025      8.24972      8.49954      8.41797      8.52610      8.57566
196101      8.27313      8.32671      8.56408      8.31546      8.38859      8.52238      8.32355      8.48919      8.47057      8.57649      8.60088
196201      8.28919      8.37370      8.61112      8.33800      8.43528      8.55674      8.37828      8.54120      8.49167      8.62587      8.60310
196301      8.32321      8.40917      8.60973      8.36316      8.46991      8.57435      8.42335      8.56331      8.52106      8.66945      8.63839
196401      8.37553      8.46735      8.69060      8.40867      8.52267      8.62901      8.44144      8.62957      8.56268      8.75111      8.59695
196501      8.39834      8.49372      8.72716      8.45687      8.56014      8.67122      8.46610      8.66706      8.60628      8.79540      8.69962
196601      8.44816      8.51848      8.74602      8.47660      8.60281      8.69119      8.51685      8.68087      8.63556      8.81468      8.71319
196701      8.47372      8.55135      8.77094      8.49284      8.64093      8.68775      8.57815      8.72103      8.60738      8.83427      8.73675
196801      8.51217      8.58919      8.80415      8.51110      8.67521      8.73825      8.63451      8.77312      8.70112      8.87702      8.77309
196901      8.56854      8.65124      8.86053      8.60305      8.73466      8.80061      8.68773      8.82384      8.73673      8.89537      8.78122
197001      8.63310      8.71014      8.87280      8.67899      8.78134      8.84120      8.73219      8.86701      8.74986      8.94854      8.80109
197101      8.67871      8.74246      8.89225      8.69847      8.82469      8.85908      8.74214      8.89603      8.78794      8.97871      8.82424
197201      8.73387      8.78987      8.93794      8.76595      8.87327      8.89425      8.76601      8.91848      8.83059      8.97396      8.84326
197301      8.77750      8.84427      8.96761      8.82540      8.91757      8.93520      8.82639      8.95601      8.86386      9.02262      8.91474
197401      8.81569      8.88153      8.95265      8.85007      8.94231      8.93681      8.85710      8.98736      8.90719      9.05124      8.90672
197501      8.80536      8.86443      8.94396      8.85726      8.93842      8.92424      8.81457      8.97845      8.94301      9.07266      8.90041
197601      8.85136      8.91654      9.00477      8.85574      8.98658      8.98216      8.86626      9.01955      9.00390      9.07957      8.93749
197701      8.89414      8.92030      9.01693      8.85481      9.01209      9.01295      8.88095      9.03664      9.03660      9.05983      8.94859
197801      8.90056      8.94627      9.02955      8.87419      9.04071      9.04274      8.90393      9.05452      9.07610      9.07356      8.98400
197901      8.94803      8.96629      9.06059      8.94298      9.06829      9.08138      8.94892      9.07149      9.12302      9.11011      9.00418
198001      8.97765      9.00743      9.05617      8.99119      9.07943      9.09289      8.98490      9.07225      9.15936      9.12414      8.98174
198101      8.97475      8.99381      9.04713      9.00312      9.08558      9.09281      8.99480      9.05751      9.16569      9.12002      8.96280
198201      8.98439      9.00802      9.07687      9.03459      9.10520      9.08674      8.99485      9.03905      9.16658      9.12676      8.97391
198301      9.00860      9.00917      9.10378      9.05576      9.10751      9.10522      8.99609      9.04958      9.20696      9.15074      9.00755
198401      9.02222      9.03022      9.13776      9.08362      9.11728      9.13622      9.02786      9.07650      9.26045      9.18831      9.02583
198501      9.04863      9.04423      9.17891      9.11377      9.12989      9.16455      9.05273      9.09530      9.31056      9.20832      9.06011
198601      9.06521      9.06166      9.21035      9.13364      9.14676      9.18873      9.07822      9.11313      9.34845      9.21738      9.08619
198701      9.07927      9.07310      9.20091      9.16361      9.15738      9.20164      9.10306      9.12360      9.36095      9.23855      9.12028
DATE        AUSTL        BELL         DENL         FINL         FRL          GERL         ITALYL       NETHERL      NORL         SWEDL        UKL
